Term,ProsperRating (Alpha),LoanOriginalAmount,Investors,LoanCreatingYear
36,B,5000,71,2009
36,B,3000,110,2009
36,B,5000,260,2009
36,B,10000,418,2009
36,B,9000,365,2009
36,B,15000,496,2009
36,B,4000,125,2009
36,B,15000,527,2009
36,B,5700,249,2009
36,B,8300,174,2009
36,B,1000,58,2009
36,B,9000,337,2009
36,B,5300,133,2009
36,B,2400,155,2009
36,B,8000,262,2009
36,B,3000,60,2009
36,B,10000,313,2009
36,B,4250,244,2009
36,B,6000,147,2009
36,B,13600,144,2009
36,B,10000,412,2009
36,B,6200,219,2009
36,B,4000,126,2009
36,C,1500,59,2009
36,C,2500,30,2009
36,C,21500,718,2009
36,C,4500,145,2009
36,C,2000,75,2009
36,C,1200,99,2009
36,C,2100,54,2009
36,C,6000,278,2009
36,C,6000,28,2009
36,C,1500,63,2009
36,C,2500,28,2009
36,C,1200,50,2009
36,C,1750,99,2009
36,C,3000,179,2009
36,C,6000,235,2009
36,C,3000,40,2009
36,C,1700,128,2009
36,C,7500,344,2009
36,C,1500,101,2009
36,C,2000,38,2009
36,C,2500,104,2009
36,C,15000,560,2009
36,C,1600,39,2009
36,C,12000,425,2009
36,C,5000,299,2009
36,C,8000,300,2009
36,C,24000,833,2009
36,C,2000,49,2009
36,C,1500,30,2009
36,C,1200,47,2009
36,C,3000,54,2009
36,C,2300,123,2009
36,C,1000,37,2009
36,C,2500,151,2009
36,C,7000,228,2009
36,C,1800,135,2009
36,C,1500,39,2009
36,C,1000,39,2009
36,C,2000,40,2009
36,C,1000,137,2009
36,C,25000,770,2009
36,C,1000,58,2009
36,C,7000,35,2009
36,C,1800,112,2009
36,C,1200,97,2009
36,C,4000,140,2009
36,C,1500,23,2009
36,C,3000,156,2009
36,C,3700,168,2009
36,C,1000,41,2009
36,C,2500,63,2009
36,C,3500,127,2009
36,C,1500,72,2009
36,C,1350,102,2009
36,C,1000,38,2009
36,C,1000,50,2009
36,C,2000,39,2009
36,C,3900,68,2009
36,C,5000,212,2009
36,C,3000,44,2009
36,C,1100,75,2009
36,C,1000,64,2009
36,C,2500,22,2009
36,C,1000,86,2009
36,C,3500,185,2009
36,C,2500,54,2009
36,C,1000,34,2009
36,C,3000,145,2009
36,C,15000,500,2009
36,C,15000,522,2009
36,C,6500,226,2009
36,C,6000,194,2009
36,C,2985,130,2009
36,C,1500,99,2009
36,C,6400,333,2009
36,C,1500,152,2009
36,C,2000,43,2009
36,C,2000,123,2009
36,C,1000,31,2009
36,C,8000,265,2009
36,C,2000,90,2009
36,C,18000,658,2009
36,C,1300,92,2009
36,C,1050,28,2009
36,C,5000,105,2009
36,C,3500,46,2009
36,C,6000,329,2009
36,C,21500,695,2009
36,C,3500,101,2009
36,C,8000,332,2009
36,C,1500,95,2009
36,C,2500,126,2009
36,C,10000,392,2009
36,C,2800,83,2009
36,C,5000,28,2009
36,C,1000,57,2009
36,C,25000,888,2009
36,C,4256,172,2009
36,C,2000,87,2009
36,C,2000,41,2009
36,C,3000,37,2009
36,C,1000,26,2009
36,C,1500,49,2009
36,C,2500,98,2009
36,C,1800,158,2009
36,C,1200,47,2009
36,C,6800,285,2009
36,C,2200,111,2009
36,C,6000,212,2009
36,C,1500,50,2009
36,C,1000,52,2009
36,C,22000,727,2009
36,C,10000,34,2009
36,C,5000,296,2009
36,C,6001,172,2009
36,C,2900,93,2009
36,C,5450,110,2009
36,C,1000,43,2009
36,C,5000,207,2009
36,C,3000,114,2009
36,C,2600,73,2009
36,C,1000,40,2009
36,C,10000,114,2009
36,C,6950,305,2009
36,C,1400,75,2009
36,C,5000,96,2009
36,C,2800,105,2009
36,C,4000,283,2009
36,C,16000,564,2009
36,C,4976,150,2009
36,C,1000,77,2009
36,C,25000,821,2009
36,C,1750,128,2009
36,C,1000,51,2009
36,C,1700,41,2009
36,C,1600,84,2009
36,C,1000,35,2009
36,C,2500,52,2009
36,C,12000,639,2009
36,C,1200,70,2009
36,C,2200,142,2009
36,C,6000,222,2009
36,C,6000,223,2009
36,C,6500,212,2009
36,C,2500,118,2009
36,C,1000,44,2009
36,C,5000,67,2009
36,C,1000,81,2009
36,C,1400,48,2009
36,C,1500,33,2009
36,C,1000,47,2009
36,C,1000,47,2009
36,C,3300,101,2009
36,C,20000,697,2009
36,C,2700,26,2009
36,C,15000,146,2009
36,C,1000,47,2009
36,C,2500,69,2009
36,C,6000,71,2009
36,C,4000,161,2009
36,C,3000,216,2009
36,C,1000,91,2009
36,C,5000,170,2009
36,C,4000,46,2009
36,C,1000,27,2009
36,C,10000,342,2009
36,C,2000,74,2009
36,C,1000,62,2009
36,C,1000,62,2009
36,C,1000,37,2009
36,C,1200,67,2009
36,C,12000,436,2009
36,C,1000,108,2009
36,C,2500,140,2009
36,C,5000,210,2009
36,C,12000,392,2009
36,C,25000,881,2009
36,C,1200,43,2009
36,C,2500,225,2009
36,C,1000,23,2009
36,C,2000,34,2009
36,C,1700,54,2009
36,C,1500,75,2009
36,C,1400,82,2009
36,C,1000,52,2009
36,C,1750,63,2009
36,C,2400,78,2009
36,C,15000,537,2009
36,C,1500,66,2009
36,C,5000,180,2009
36,C,25000,838,2009
36,C,2500,128,2009
36,C,10000,80,2009
36,C,15000,497,2009
36,C,1000,33,2009
36,C,5000,162,2009
36,C,12000,374,2009
36,C,2200,62,2009
36,C,2800,104,2009
36,C,1000,81,2009
36,C,2500,174,2009
36,C,1200,62,2009
36,C,1600,68,2009
36,C,1000,58,2009
36,C,2000,71,2009
36,C,1000,41,2009
36,C,1600,52,2009
36,C,2000,109,2009
36,C,3300,83,2009
36,C,5000,159,2009
36,C,2000,11,2009
36,C,1395,33,2009
36,C,12000,413,2009
36,C,1400,65,2009
36,C,1500,112,2009
36,C,2000,95,2009
36,C,5000,164,2009
36,C,1500,90,2009
36,C,3500,223,2009
36,C,1200,67,2009
36,C,1150,32,2009
36,C,2500,35,2009
36,C,1950,72,2009
36,C,4500,54,2009
36,C,3500,129,2009
36,C,7500,376,2009
36,C,4500,208,2009
36,C,3600,195,2009
36,C,5500,95,2009
36,C,1500,43,2009
36,C,1100,35,2009
36,C,1000,35,2009
36,C,15000,644,2009
36,C,1300,91,2009
36,C,1000,33,2009
36,C,2300,62,2009
36,C,1500,98,2009
36,C,2500,114,2009
36,C,6000,221,2009
36,C,3500,104,2009
36,C,1125,41,2009
36,C,1000,56,2009
36,C,3000,74,2009
36,C,1050,57,2009
36,C,6200,292,2009
36,C,1800,43,2009
36,C,12000,392,2009
36,C,4900,40,2009
36,C,2000,78,2009
36,C,20000,690,2009
36,C,2500,87,2009
36,C,2000,110,2009
36,C,5000,206,2009
36,C,6000,181,2009
36,C,7500,295,2009
36,C,7000,428,2009
36,C,1200,97,2009
36,C,2500,79,2009
36,C,4500,141,2009
36,C,2550,93,2009
36,C,20000,671,2009
36,C,1200,50,2009
36,C,2000,45,2009
36,C,1775,95,2009
36,C,1500,104,2009
36,C,1500,60,2009
36,C,1800,80,2009
36,C,1000,44,2009
36,C,1650,149,2009
36,C,3000,102,2009
36,C,2000,70,2009
36,C,2500,72,2009
36,C,5600,207,2009
36,C,1000,28,2009
36,C,3025,104,2009
36,C,1400,116,2009
36,D,4000,137,2009
36,D,5000,38,2009
36,D,4900,150,2009
36,D,2500,82,2009
36,D,1500,54,2009
36,D,3000,64,2009
36,D,1000,56,2009
36,D,2000,5,2009
36,D,1000,40,2009
36,D,3500,48,2009
36,D,5000,68,2009
36,D,1000,15,2009
36,D,3700,103,2009
36,D,3900,212,2009
36,D,1000,24,2009
36,D,5000,47,2009
36,D,1000,16,2009
36,D,3500,114,2009
36,D,2000,65,2009
36,D,7500,315,2009
36,D,3000,102,2009
36,D,2000,58,2009
36,D,5950,231,2009
36,D,2400,102,2009
36,D,10000,34,2009
36,D,2000,43,2009
36,D,11000,101,2009
36,D,1500,71,2009
36,D,3000,103,2009
36,D,1000,85,2009
36,D,4300,153,2009
36,D,5000,35,2009
36,D,3000,94,2009
36,D,4000,140,2009
36,D,6000,246,2009
36,D,2000,28,2009
36,D,3700,190,2009
36,D,5000,257,2009
36,D,7000,222,2009
36,D,1000,30,2009
36,D,1000,23,2009
36,D,3000,117,2009
36,D,3000,182,2009
36,D,1780,77,2009
36,D,1000,45,2009
36,D,7500,338,2009
36,D,2000,144,2009
36,D,2500,89,2009
36,D,3400,182,2009
36,D,1500,64,2009
36,D,3500,137,2009
36,D,1500,16,2009
36,D,3000,196,2009
36,D,1477,39,2009
36,D,3500,186,2009
36,D,8000,42,2009
36,D,8500,107,2009
36,D,3500,116,2009
36,D,2000,76,2009
36,D,3900,58,2009
36,D,3000,115,2009
36,D,1000,29,2009
36,D,7500,268,2009
36,D,10000,35,2009
36,D,3500,119,2009
36,D,10000,27,2009
36,D,3500,66,2009
36,D,6500,224,2009
36,D,2000,47,2009
36,D,15000,82,2009
36,D,1300,27,2009
36,D,1800,46,2009
36,D,5000,234,2009
36,D,7500,258,2009
36,D,3500,223,2009
36,D,7500,232,2009
36,D,1000,31,2009
36,D,9700,72,2009
36,D,4000,130,2009
36,D,1000,26,2009
36,D,7000,253,2009
36,D,1000,31,2009
36,D,4000,129,2009
36,D,1000,43,2009
36,D,2000,32,2009
36,D,2000,51,2009
36,D,7500,284,2009
36,D,2000,139,2009
36,D,4200,69,2009
36,D,3000,126,2009
36,D,2000,126,2009
36,D,5000,61,2009
36,D,5700,183,2009
36,D,7500,39,2009
36,D,6500,224,2009
36,D,6000,210,2009
36,D,1500,33,2009
36,D,3500,104,2009
36,D,2000,81,2009
36,D,2000,68,2009
36,D,5480,36,2009
36,D,1500,56,2009
36,D,2500,29,2009
36,D,2500,25,2009
36,D,2000,81,2009
36,D,4500,148,2009
36,D,6000,223,2009
36,D,2000,55,2009
36,D,5800,250,2009
36,D,6000,62,2009
36,D,1500,13,2009
36,D,2000,29,2009
36,D,5000,244,2009
36,D,3000,186,2009
36,D,7000,321,2009
36,D,6000,261,2009
36,D,1000,47,2009
36,D,6625,41,2009
36,D,1000,51,2009
36,D,1000,9,2009
36,D,5000,173,2009
36,D,1000,21,2009
36,D,1500,16,2009
36,D,1000,90,2009
36,D,5000,58,2009
36,D,1500,42,2009
36,D,1100,66,2009
36,D,2000,85,2009
36,D,2000,107,2009
36,D,7850,257,2009
36,D,5000,109,2009
36,D,3000,108,2009
36,D,4200,78,2009
36,D,5000,269,2009
36,D,3000,102,2009
36,D,7499,257,2009
36,D,15000,42,2009
36,D,7000,266,2009
36,D,1400,76,2009
36,D,4000,155,2009
36,D,3200,148,2009
36,D,1500,110,2009
36,D,5000,205,2009
36,D,5000,170,2009
36,D,2750,67,2009
36,D,10000,35,2009
36,D,3000,60,2009
36,D,3000,90,2009
36,D,5000,189,2009
36,D,2500,89,2009
36,D,2500,166,2009
36,D,1500,35,2009
36,D,2500,57,2009
36,D,1000,54,2009
36,D,7500,44,2009
36,D,7500,284,2009
36,D,2900,113,2009
36,D,5000,47,2009
36,D,2000,65,2009
36,D,1500,56,2009
36,D,2000,63,2009
36,D,3500,175,2009
36,D,9000,24,2009
36,D,5000,149,2009
36,D,1500,41,2009
36,D,6000,214,2009
36,D,2800,96,2009
36,D,5000,13,2009
36,D,1750,86,2009
36,D,4500,160,2009
36,D,2500,27,2009
36,D,5000,197,2009
36,D,2500,51,2009
36,D,5000,72,2009
36,D,2500,175,2009
36,D,1450,96,2009
36,D,2000,36,2009
36,D,6500,96,2009
36,D,1000,90,2009
36,D,7000,230,2009
36,D,4900,148,2009
36,D,1000,94,2009
36,D,3000,72,2009
36,D,5000,217,2009
36,D,3000,104,2009
36,D,1000,61,2009
36,D,1500,49,2009
36,D,3000,56,2009
36,D,6000,51,2009
36,D,3500,62,2009
36,D,4300,44,2009
36,D,1700,17,2009
36,D,10000,58,2009
36,D,2000,78,2009
36,D,5000,203,2009
36,D,1500,36,2009
36,D,1500,20,2009
36,D,6000,245,2009
36,D,5000,107,2009
36,D,1200,31,2009
36,D,2000,70,2009
36,D,1500,52,2009
36,D,1000,33,2009
36,D,2000,119,2009
36,D,5000,215,2009
36,D,5000,169,2009
36,D,2500,48,2009
36,D,1000,83,2009
36,D,12000,58,2009
36,D,7500,302,2009
36,D,2000,33,2009
36,D,1200,12,2009
36,D,11000,182,2009
36,D,1000,125,2009
36,D,2500,156,2009
36,D,2000,59,2009
36,D,6000,178,2009
36,D,7000,246,2009
36,D,1000,25,2009
36,D,3000,135,2009
36,D,1500,151,2009
36,D,4000,169,2009
36,D,1500,31,2009
36,D,6000,44,2009
36,D,5500,48,2009
36,D,7000,246,2009
36,D,1000,66,2009
36,D,4500,137,2009
36,D,4000,43,2009
36,D,3500,95,2009
36,D,7500,232,2009
36,D,2100,1,2009
36,D,3000,121,2009
36,D,1200,27,2009
36,D,1500,24,2009
36,D,5000,73,2009
36,D,2500,88,2009
36,D,1500,53,2009
36,D,1750,58,2009
36,D,2300,34,2009
36,D,7500,251,2009
36,E,1500,44,2009
36,E,1500,26,2009
36,E,5000,96,2009
36,E,3500,36,2009
36,E,1000,22,2009
36,E,1000,31,2009
36,E,1750,40,2009
36,E,9500,56,2009
36,E,1200,56,2009
36,E,1000,21,2009
36,E,2000,34,2009
36,E,1500,15,2009
36,E,1000,60,2009
36,E,1000,27,2009
36,E,1500,53,2009
36,E,1500,23,2009
36,E,1500,18,2009
36,E,4000,70,2009
36,E,7000,41,2009
36,E,1300,61,2009
36,E,1100,42,2009
36,E,1100,27,2009
36,E,1500,28,2009
36,E,2000,27,2009
36,E,2000,17,2009
36,E,1200,58,2009
36,E,2500,17,2009
36,E,1000,57,2009
36,E,1000,22,2009
36,E,2000,24,2009
36,E,2500,58,2009
36,E,4000,93,2009
36,E,2500,44,2009
36,E,1000,29,2009
36,E,1700,52,2009
36,E,1500,99,2009
36,E,2000,55,2009
36,E,2550,98,2009
36,E,1200,13,2009
36,E,3000,55,2009
36,E,2500,87,2009
36,E,1150,18,2009
36,E,6350,121,2009
36,E,1250,33,2009
36,E,3500,103,2009
36,E,7500,100,2009
36,E,4000,18,2009
36,E,1500,41,2009
36,E,3000,95,2009
36,E,1000,26,2009
36,E,2100,18,2009
36,E,2200,44,2009
36,E,10500,61,2009
36,E,6000,33,2009
36,E,3300,36,2009
36,E,2000,83,2009
36,E,3000,74,2009
36,E,1000,29,2009
36,E,6500,129,2009
36,E,1250,19,2009
36,E,1700,42,2009
36,E,1000,42,2009
36,E,1500,14,2009
36,E,2000,52,2009
36,E,2800,37,2009
36,E,3995,94,2009
36,E,1000,29,2009
36,E,1200,25,2009
36,E,7000,15,2009
36,E,2750,42,2009
36,E,5200,126,2009
36,E,7500,81,2009
36,E,2000,76,2009
36,E,1000,31,2009
36,E,1800,36,2009
36,E,1300,25,2009
36,E,3500,61,2009
36,E,4360,46,2009
36,E,7000,28,2009
36,E,2950,74,2009
36,E,1250,23,2009
36,E,4800,49,2009
36,E,1500,54,2009
36,E,1000,64,2009
36,E,7500,102,2009
36,E,2000,16,2009
36,E,1500,9,2009
36,E,1500,20,2009
36,E,1000,26,2009
36,E,4000,28,2009
36,E,2000,40,2009
36,E,2000,94,2009
36,E,2200,42,2009
36,E,4000,88,2009
36,E,1500,14,2009
36,E,3800,63,2009
36,E,1500,33,2009
36,E,2500,25,2009
36,E,7500,96,2009
36,E,4500,53,2009
36,E,2000,44,2009
36,E,1500,33,2009
36,E,4000,107,2009
36,E,2000,72,2009
36,E,1000,52,2009
36,E,1000,92,2009
36,E,1000,57,2009
36,E,3000,9,2009
36,E,2500,58,2009
36,E,1500,13,2009
36,E,6000,57,2009
36,E,4977,83,2009
36,E,5000,20,2009
36,E,9000,96,2009
36,E,1000,28,2009
36,E,1500,56,2009
36,E,3000,59,2009
36,E,2000,59,2009
36,E,2000,31,2009
36,E,1390,11,2009
36,E,1000,29,2009
36,E,1250,69,2009
36,E,2000,49,2009
36,E,3500,93,2009
36,E,1500,29,2009
36,E,2500,56,2009
36,E,3400,33,2009
36,E,7000,53,2009
36,E,1500,38,2009
36,E,1000,16,2009
36,E,1500,26,2009
36,E,2000,14,2009
36,E,1500,12,2009
36,E,3500,78,2009
36,E,1975,89,2009
36,E,1000,62,2009
36,E,2000,33,2009
36,E,2300,84,2009
36,E,2500,45,2009
36,E,5000,64,2009
36,E,3600,15,2009
36,E,5000,104,2009
36,HR,2100,64,2009
36,HR,1500,19,2009
36,HR,2800,68,2009
36,HR,1500,30,2009
36,HR,1500,1,2009
36,HR,2500,8,2009
36,HR,3000,21,2009
36,HR,5750,66,2009
36,HR,3500,1,2009
36,HR,3400,42,2009
36,HR,2000,2,2009
36,HR,4500,4,2009
36,HR,3000,39,2009
36,HR,2500,17,2009
36,HR,2500,57,2009
36,HR,4900,62,2009
36,HR,16800,116,2009
36,HR,1500,21,2009
36,HR,3999,40,2009
36,HR,2175,95,2009
36,HR,5500,1,2009
36,HR,3000,27,2009
36,HR,1000,23,2009
36,HR,5000,48,2009
36,HR,1200,18,2009
36,HR,3500,18,2009
36,HR,1000,46,2009
36,HR,5000,111,2009
36,HR,1100,29,2009
36,HR,7500,1,2009
36,HR,1500,13,2009
36,HR,10000,35,2009
36,HR,1800,23,2009
36,HR,4600,11,2009
36,HR,2313,25,2009
36,HR,1050,17,2009
36,HR,1699,29,2009
36,HR,1300,48,2009
36,HR,5000,40,2009
36,HR,1200,10,2009
36,HR,1200,19,2009
36,HR,1100,56,2009
36,HR,1500,61,2009
36,HR,1000,9,2009
36,HR,1000,23,2009
36,HR,3000,40,2009
36,HR,1500,49,2009
36,HR,3000,22,2009
36,HR,7500,35,2009
36,HR,3500,47,2009
36,HR,7500,138,2009
36,HR,3800,101,2009
36,HR,1300,19,2009
36,HR,1000,20,2009
36,HR,1000,31,2009
36,HR,4000,11,2009
36,HR,3000,46,2009
36,HR,8500,100,2009
36,HR,4120,36,2009
36,HR,4800,21,2009
36,HR,2500,40,2009
36,HR,3500,51,2009
36,HR,3000,14,2009
36,HR,2375,80,2009
36,HR,2500,10,2009
36,HR,1200,15,2009
36,HR,1500,7,2009
36,HR,2000,4,2009
36,HR,2500,2,2009
36,HR,5000,26,2009
36,HR,3800,68,2009
36,HR,1500,26,2009
36,HR,1000,9,2009
36,HR,1500,5,2009
36,HR,1500,20,2009
36,HR,8000,51,2009
36,HR,3060,37,2009
36,HR,2400,58,2009
36,HR,3800,40,2009
36,HR,4000,56,2009
36,HR,12000,1,2009
36,HR,2000,17,2009
36,HR,6600,58,2009
36,HR,1000,10,2009
36,HR,1500,8,2009
36,HR,6500,1,2009
36,HR,1000,17,2009
36,HR,1600,23,2009
36,HR,2000,26,2009
36,HR,3100,35,2009
36,HR,1500,31,2009
36,HR,1000,23,2009
36,HR,2500,30,2009
36,HR,1500,36,2009
36,HR,5000,57,2009
36,HR,3000,66,2009
36,HR,2500,75,2009
36,HR,3000,30,2009
36,HR,2400,44,2009
36,HR,1000,15,2009
36,HR,2500,25,2009
36,HR,3000,42,2009
36,HR,1000,32,2009
36,HR,2000,15,2009
36,HR,3500,18,2009
36,HR,5000,1,2009
36,HR,4000,50,2009
36,HR,1200,31,2009
36,HR,1000,41,2009
36,HR,3500,1,2009
36,HR,3000,38,2009
36,HR,1600,73,2009
36,HR,5000,1,2009
36,HR,1000,29,2009
36,HR,4200,3,2009
36,HR,3600,26,2009
36,HR,4200,62,2009
36,HR,5000,5,2009
36,HR,2000,27,2009
36,HR,2500,29,2009
36,HR,4000,23,2009
36,HR,2500,19,2009
36,HR,3500,55,2009
36,HR,2000,51,2009
36,HR,1900,47,2009
36,HR,4000,65,2009
36,HR,1000,17,2009
36,HR,3500,60,2009
36,HR,1000,24,2009
36,HR,1500,26,2009
36,HR,3712,111,2009
36,HR,1000,8,2009
36,HR,2800,29,2009
36,HR,4000,27,2009
36,HR,3000,22,2009
36,HR,1000,10,2009
36,HR,1000,4,2009
36,HR,4500,26,2009
36,HR,1500,28,2009
36,HR,3500,21,2009
36,HR,4750,1,2009
36,HR,2500,4,2009
36,HR,6500,59,2009
36,HR,10000,66,2009
36,HR,5000,57,2009
36,HR,2000,23,2009
36,HR,1500,70,2009
36,HR,3800,86,2009
36,HR,2000,13,2009
36,HR,3000,54,2009
36,HR,1000,17,2009
36,HR,4500,28,2009
36,HR,1250,31,2009
36,HR,10000,1,2009
36,HR,5000,49,2009
36,HR,7500,29,2009
36,HR,15000,24,2009
36,HR,4250,36,2009
36,HR,2500,45,2009
36,HR,2000,37,2009
36,HR,4000,25,2009
36,HR,6000,1,2009
36,HR,3500,1,2009
36,A,6500,209,2010
36,A,3000,107,2010
36,A,6000,194,2010
36,A,11500,378,2010
36,A,1600,77,2010
36,A,5000,184,2010
36,A,7000,200,2010
36,A,13500,417,2010
36,A,11000,328,2010
36,A,1700,58,2010
36,A,9000,349,2010
36,A,5000,76,2010
36,A,5000,149,2010
36,A,4000,143,2010
36,A,6000,165,2010
36,A,4000,20,2010
36,A,4000,97,2010
36,A,3500,135,2010
36,A,3000,159,2010
36,A,2200,45,2010
36,A,8500,168,2010
36,A,1000,32,2010
36,A,7000,217,2010
36,A,2000,110,2010
36,A,5950,183,2010
36,A,3900,123,2010
36,A,4100,119,2010
36,A,6000,131,2010
36,A,15000,488,2010
36,A,1500,73,2010
36,A,7000,229,2010
36,A,7000,216,2010
36,A,10000,303,2010
36,A,2500,57,2010
36,A,10000,342,2010
36,A,8000,241,2010
36,A,5000,164,2010
36,A,10000,347,2010
36,A,5900,193,2010
36,A,4000,150,2010
36,A,4000,151,2010
36,A,4000,121,2010
36,A,4000,115,2010
36,A,3548,112,2010
36,A,18000,568,2010
36,A,20000,530,2010
36,A,2500,90,2010
36,A,3000,98,2010
36,A,1000,21,2010
36,A,9000,260,2010
36,A,1500,44,2010
36,A,7500,318,2010
36,A,5000,143,2010
36,A,1600,139,2010
36,A,2400,48,2010
36,A,5500,187,2010
36,A,5000,165,2010
36,A,8000,275,2010
36,A,5000,149,2010
36,A,1000,37,2010
36,A,10000,322,2010
36,A,3400,128,2010
36,A,8000,282,2010
36,A,3600,103,2010
36,A,7000,293,2010
36,A,4100,141,2010
36,A,7000,112,2010
36,A,6000,172,2010
36,A,5000,152,2010
36,A,2100,120,2010
36,A,5400,130,2010
36,A,6500,192,2010
36,A,3700,160,2010
36,A,3000,90,2010
36,A,12500,356,2010
36,A,3000,134,2010
36,A,7000,228,2010
36,A,7000,342,2010
36,A,9700,285,2010
36,A,10500,312,2010
36,A,10000,257,2010
36,A,1000,120,2010
36,A,4000,148,2010
36,A,1900,36,2010
36,A,3500,151,2010
36,A,6000,161,2010
36,A,2000,53,2010
36,A,2500,67,2010
36,A,3800,118,2010
36,A,5000,200,2010
36,A,2000,117,2010
36,A,5000,152,2010
36,A,2700,79,2010
36,A,4000,167,2010
36,A,9000,310,2010
36,A,5000,134,2010
36,A,5000,172,2010
36,A,5000,207,2010
36,A,10000,335,2010
36,A,3500,134,2010
36,A,7800,246,2010
36,A,11000,345,2010
36,A,10000,316,2010
36,A,7100,248,2010
36,A,8000,275,2010
36,A,15000,505,2010
36,A,7400,225,2010
36,A,10000,299,2010
36,A,7000,212,2010
36,A,3000,70,2010
36,A,9750,273,2010
36,A,1000,49,2010
36,A,5550,168,2010
36,A,2000,143,2010
36,A,7000,216,2010
36,A,1000,26,2010
36,A,11500,382,2010
36,A,4500,131,2010
36,A,4600,130,2010
36,A,9000,294,2010
36,A,2000,71,2010
36,A,3200,45,2010
36,A,3500,105,2010
36,A,5500,150,2010
36,A,2500,83,2010
36,A,7500,250,2010
36,A,7300,132,2010
36,A,5000,155,2010
36,A,12000,402,2010
36,A,4500,131,2010
36,A,4000,120,2010
36,A,6000,175,2010
36,A,2500,73,2010
36,A,6500,195,2010
36,A,2000,101,2010
36,A,2600,103,2010
36,A,6700,211,2010
36,A,4000,100,2010
36,A,3000,137,2010
36,A,13000,497,2010
36,A,7200,227,2010
36,A,1000,23,2010
36,A,1000,66,2010
36,A,2500,81,2010
36,A,1500,60,2010
36,A,5600,137,2010
36,A,15000,469,2010
36,A,4000,111,2010
36,A,6000,176,2010
36,A,1000,29,2010
36,A,5000,189,2010
36,A,10000,290,2010
36,A,3000,99,2010
36,A,1000,67,2010
36,A,9900,398,2010
36,A,2500,130,2010
36,A,6000,182,2010
36,A,4000,125,2010
36,A,5000,160,2010
36,A,5000,185,2010
36,A,10000,249,2010
36,A,4000,142,2010
36,A,12000,387,2010
36,A,5000,163,2010
36,A,6000,168,2010
36,A,1100,93,2010
36,A,15000,477,2010
36,A,6000,185,2010
36,A,11500,341,2010
36,A,12000,404,2010
36,A,8000,288,2010
36,A,5000,133,2010
36,A,4000,142,2010
36,A,1500,105,2010
36,A,12500,346,2010
36,A,1000,48,2010
36,A,3636,110,2010
36,A,15000,494,2010
36,A,8000,247,2010
36,A,5000,120,2010
36,A,7950,320,2010
36,A,6000,24,2010
36,A,5100,171,2010
36,A,5000,140,2010
36,A,4250,177,2010
36,A,1700,58,2010
36,A,2000,97,2010
36,A,5000,139,2010
36,A,16000,539,2010
36,A,4000,113,2010
36,A,5000,112,2010
36,A,15000,524,2010
36,A,2800,120,2010
36,A,1000,29,2010
36,A,3000,100,2010
36,A,7000,186,2010
36,A,4000,226,2010
36,A,1500,62,2010
36,A,2500,173,2010
36,A,3500,186,2010
36,A,4600,151,2010
36,A,16000,426,2010
36,A,8200,243,2010
36,A,7250,217,2010
36,A,3000,123,2010
36,A,15000,479,2010
36,A,3000,128,2010
36,A,10000,319,2010
36,A,10000,155,2010
36,A,1500,51,2010
36,A,6000,174,2010
36,A,11800,343,2010
36,A,1500,45,2010
36,A,6500,213,2010
36,A,4800,90,2010
36,A,9000,318,2010
36,A,4000,97,2010
36,A,5000,124,2010
36,A,4000,134,2010
36,A,5000,147,2010
36,A,2500,75,2010
36,A,14000,413,2010
36,A,5000,137,2010
36,A,4200,122,2010
36,A,1000,30,2010
36,A,2500,74,2010
36,A,5000,152,2010
36,A,4000,102,2010
36,A,2500,76,2010
36,A,1000,60,2010
36,A,8700,247,2010
36,A,1000,29,2010
36,A,1000,16,2010
36,A,5000,158,2010
36,A,1500,136,2010
36,A,8300,266,2010
36,A,2750,120,2010
36,A,12000,353,2010
36,A,3500,114,2010
36,A,4400,113,2010
36,A,4000,126,2010
36,A,5000,140,2010
36,A,12000,453,2010
36,A,4600,167,2010
36,A,1000,39,2010
36,A,1500,39,2010
36,A,2480,261,2010
36,A,15000,466,2010
36,A,3000,107,2010
36,A,4700,114,2010
36,A,11000,362,2010
36,A,4500,137,2010
36,A,8200,278,2010
36,A,8000,317,2010
36,A,6500,183,2010
36,A,2000,120,2010
36,A,14500,435,2010
36,A,5000,160,2010
36,A,5000,142,2010
36,A,6000,169,2010
36,A,6000,142,2010
36,A,2900,66,2010
36,A,1100,94,2010
36,A,7500,272,2010
36,A,14500,513,2010
36,A,1500,41,2010
36,A,8000,223,2010
36,A,3500,108,2010
36,A,3000,133,2010
36,A,1770,98,2010
36,A,5000,155,2010
36,A,1600,47,2010
36,A,10000,317,2010
36,A,2000,90,2010
36,A,10000,312,2010
36,A,3500,107,2010
36,A,3000,77,2010
36,A,3500,103,2010
36,A,3700,133,2010
36,A,4000,117,2010
36,A,2500,80,2010
36,A,10000,383,2010
36,A,5000,178,2010
36,A,8000,346,2010
36,A,5000,123,2010
36,A,10000,325,2010
36,A,4500,170,2010
36,A,2500,55,2010
36,A,2000,98,2010
36,A,1500,29,2010
36,A,15000,492,2010
36,A,3000,60,2010
